"","Age","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","dum_Gender","dum_Customer","dum_Class","dum_satisfaction"
"42879",17,294,2,5,2,4,1,2,1,1,3,4,4,4,4,1,10,9,1,1,0,0
"42880",51,192,4,5,4,2,1,4,1,1,3,2,5,3,5,1,16,4,1,1,0,0
"42884",21,416,4,4,4,3,1,4,4,1,3,5,5,5,2,1,5,2,1,1,1,0
"42886",16,406,2,4,2,4,2,2,3,2,4,5,4,3,4,2,0,0,1,1,0,0
"42889",53,489,3,3,4,4,4,4,3,4,4,4,4,4,4,2,0,0,0,1,2,0
"42891",24,479,3,5,3,5,2,3,2,2,5,5,3,1,4,2,0,0,0,1,0,0
"42897",37,2075,4,2,4,4,1,2,3,4,4,4,4,4,4,2,2,0,0,1,2,0
"42898",46,577,1,4,1,1,2,1,2,2,4,2,5,4,5,2,1,0,1,1,0,0
"42903",67,240,3,4,3,5,5,3,5,5,4,5,5,3,4,5,5,6,1,1,0,0
"42920",11,153,3,3,3,1,5,3,5,5,5,4,5,1,3,5,0,0,1,1,0,0
"42922",24,270,2,1,2,3,5,2,5,5,3,5,2,1,3,5,0,0,1,1,0,0
"42926",31,1050,3,4,3,3,5,3,4,5,5,3,4,5,5,5,0,0,1,1,0,0
"42927",26,649,1,4,1,3,5,1,5,5,3,4,3,3,4,5,0,4,1,1,0,0
"42928",68,1670,2,1,2,3,5,2,4,5,2,4,4,4,3,5,3,0,1,1,0,0
"42929",43,508,2,5,2,3,2,2,2,2,4,4,4,4,4,2,0,0,1,1,0,0
"42932",48,829,2,4,2,1,3,5,4,3,3,2,3,3,3,5,0,9,1,1,2,0
"42942",43,2677,4,5,4,4,4,4,4,5,4,5,5,4,4,4,0,0,1,1,0,0
"42944",55,561,1,4,1,2,3,1,3,3,4,5,5,3,5,3,0,12,1,1,0,0
"42949",45,227,3,4,3,2,3,3,3,3,3,4,5,3,4,3,0,0,1,1,0,0
"42959",21,526,2,4,2,1,3,2,4,3,3,4,4,5,4,3,4,0,1,1,0,0
"42961",52,697,2,4,2,3,5,2,2,5,1,1,3,4,3,5,0,0,1,1,0,0
"42962",50,802,3,1,3,4,1,3,1,1,1,3,4,3,3,1,0,0,1,1,0,0
"42968",26,78,3,5,3,4,2,3,2,2,1,2,4,1,2,2,0,0,0,1,0,0
"42969",52,257,3,1,3,3,4,3,4,4,2,4,4,2,4,4,0,0,1,0,0,0
"42974",23,200,3,5,3,2,2,3,2,2,5,5,5,5,4,2,7,0,0,1,0,0
"42979",29,544,1,2,1,3,3,1,3,3,4,5,4,4,4,3,0,0,1,1,0,0
"42985",44,516,1,4,4,2,5,5,5,5,5,4,5,5,5,4,3,0,0,1,0,0
"42993",61,151,1,3,1,1,5,1,5,5,5,5,5,3,1,5,0,0,1,1,0,0
"42995",13,365,2,4,5,3,3,5,4,3,2,2,4,4,3,3,8,3,1,1,0,0
"43010",60,342,4,5,5,4,2,5,2,2,3,2,4,5,5,2,0,0,1,1,0,1
"43012",11,2239,2,4,2,5,2,3,3,3,5,3,5,3,5,3,0,9,0,1,1,0
"43013",49,517,3,5,3,5,3,4,4,3,3,3,4,5,3,5,6,5,0,1,0,0
"43014",31,1269,1,4,2,3,2,2,2,2,1,2,3,3,3,2,0,0,1,1,2,0
"43017",44,773,4,3,4,3,1,4,1,1,3,3,4,4,4,1,0,12,1,1,1,0
"43019",17,1165,2,5,2,4,4,2,4,4,5,3,5,3,4,4,0,0,1,1,0,0
"43035",66,1927,1,4,1,2,5,3,5,1,1,1,1,3,1,3,0,0,0,1,0,0
"43038",30,479,2,4,2,5,2,2,2,2,5,3,1,2,2,2,0,0,1,1,0,0
"43042",48,1192,2,4,2,2,2,5,5,2,2,2,2,3,2,5,0,0,0,1,0,0
"43046",53,547,3,3,3,2,5,4,2,3,3,3,3,3,3,4,0,4,0,1,0,0
"43050",20,1075,3,4,2,3,5,2,5,5,4,3,5,3,4,5,0,0,0,1,0,0
"43052",63,1620,5,5,5,4,1,5,1,1,5,4,3,4,4,1,20,0,1,1,0,1
"43054",25,690,1,4,1,3,1,1,1,1,5,2,5,4,5,1,0,0,0,1,0,0
"43056",15,452,3,4,3,3,2,3,2,2,4,5,4,3,5,2,4,6,1,1,0,0
"43059",53,883,2,5,2,3,3,5,5,1,1,2,1,4,1,1,1,0,0,1,0,0
"43064",10,118,2,5,2,4,5,2,3,5,1,1,5,1,5,5,0,0,0,1,1,0
"43069",58,101,3,3,3,1,1,1,3,4,4,3,4,5,4,1,0,0,0,1,0,0
"43070",8,907,3,5,3,4,2,3,2,2,5,5,4,4,5,2,7,0,1,1,0,0
"43072",70,533,3,5,3,2,3,4,5,3,3,3,3,4,3,5,8,5,0,1,0,0
"43083",28,762,3,5,3,3,5,3,5,5,5,4,5,4,4,5,1,9,1,1,0,0
"43084",15,775,1,4,1,3,3,1,3,3,3,4,5,5,4,3,0,0,0,1,0,0
"43086",28,2218,3,5,3,3,2,3,2,2,2,2,1,2,1,2,4,0,1,1,0,0
"43098",27,821,2,4,2,2,3,2,3,3,3,5,5,5,4,3,0,12,1,1,0,0
"43107",55,1107,3,3,3,1,1,3,1,1,2,2,2,1,4,1,0,0,1,1,0,0
"43112",54,837,4,4,4,2,1,5,1,3,3,4,3,4,3,1,7,1,0,1,0,0
"43114",26,663,2,1,3,2,2,3,2,2,1,3,2,4,3,2,0,0,0,1,0,0
"43125",14,1208,5,1,4,2,3,4,3,3,1,2,3,3,2,3,0,0,1,1,0,1
"43126",66,1533,3,4,3,3,4,4,4,1,1,3,1,4,1,5,5,0,0,1,0,0
"43127",68,2402,1,4,1,4,3,5,4,3,3,1,2,4,3,4,25,0,0,1,2,0
"43128",50,603,5,5,5,3,3,5,4,5,5,5,5,4,5,4,0,0,0,1,1,1
"43130",28,1069,3,4,3,4,1,3,1,1,3,5,3,2,1,1,0,0,1,1,0,0
"43133",24,2075,3,3,3,1,4,3,4,4,5,4,1,3,4,4,0,2,1,1,0,0
"43138",25,550,2,4,2,2,5,2,5,5,5,3,3,4,5,5,0,0,0,1,0,0
"43140",28,192,4,4,4,1,2,4,2,2,4,2,5,4,5,2,0,0,0,1,0,1
"43152",30,503,4,4,4,3,2,4,2,2,3,2,5,4,5,2,0,0,0,1,0,1
"43153",48,1389,2,3,2,3,5,4,1,5,5,2,5,2,5,3,0,0,0,1,1,0
"43156",13,628,4,4,4,4,3,4,3,3,5,5,4,4,5,3,0,7,0,1,0,1
"43158",48,1089,3,5,3,4,4,5,1,3,3,3,5,3,3,5,0,0,0,1,0,0
"43167",62,819,2,4,2,2,4,3,1,3,3,2,1,5,3,4,0,0,0,1,0,0
"43169",51,338,2,4,4,5,3,5,5,1,1,4,1,5,1,3,12,11,0,1,0,0
"43170",54,484,1,1,1,3,2,3,2,5,5,1,5,4,5,1,0,0,0,1,1,0
"43175",12,507,1,4,1,3,2,1,2,2,5,5,5,4,5,2,2,7,1,1,0,0
"43180",58,895,1,4,2,5,5,2,5,5,3,4,5,3,5,5,0,0,1,1,0,0
"43182",68,872,2,4,2,3,4,3,3,5,5,2,3,4,5,1,0,0,0,1,0,0
"43200",52,197,5,5,5,3,5,4,5,3,3,5,3,3,3,5,6,1,0,1,1,1
"43203",51,1020,2,3,2,5,5,2,3,5,5,3,5,2,2,5,0,0,1,1,0,0
"43205",52,2588,1,3,1,3,5,4,3,2,2,1,2,1,2,2,0,0,0,1,0,0
"43213",66,1024,2,5,2,1,4,5,5,5,5,2,5,3,5,3,8,0,0,1,0,0
"43228",28,1956,3,1,3,2,3,3,2,3,3,2,3,3,2,3,0,0,1,1,0,0
"43235",47,227,3,1,3,2,5,3,5,5,2,2,2,3,3,5,0,4,1,1,0,0
"43239",21,828,2,4,1,4,4,1,4,4,5,5,5,3,4,4,0,0,1,1,0,0
"43241",32,2402,3,4,3,1,2,3,2,2,2,2,2,1,1,2,0,6,1,1,0,0
"43244",29,997,1,5,1,2,3,1,3,3,3,3,4,3,4,3,15,3,1,1,1,0
"43250",62,1147,1,4,1,4,4,1,4,4,5,2,5,3,4,4,0,0,1,1,0,0
"43271",45,873,1,1,1,3,3,3,3,4,4,1,4,4,4,4,0,0,0,1,0,0
"43276",70,86,1,1,1,3,1,1,1,1,2,2,3,4,2,1,0,0,1,1,0,0
"43280",53,2475,4,5,4,1,1,4,1,1,4,2,5,3,5,1,0,0,0,0,2,0
"43281",32,370,3,4,3,4,4,3,4,4,2,1,2,3,3,4,0,0,1,1,0,0
"43286",25,432,4,5,4,3,4,4,4,4,4,2,4,4,5,4,0,11,0,1,0,0
"43291",19,1481,5,2,5,3,5,5,5,5,4,1,4,1,3,5,6,0,1,1,0,1
"43293",22,229,2,4,2,4,3,2,5,3,5,4,4,5,5,3,0,0,1,1,0,0
"43294",40,549,2,2,2,3,1,2,1,1,2,4,1,4,3,1,0,0,1,1,0,0
"43297",9,489,2,3,3,4,5,3,5,5,5,5,3,3,3,5,0,0,1,1,0,0
"43307",31,2583,3,2,3,3,4,3,4,4,2,3,1,4,2,4,0,0,0,1,0,0
"43315",54,453,5,4,5,5,1,5,1,1,3,3,4,5,4,1,2,0,1,1,0,1
"43321",48,113,2,5,2,4,1,2,1,1,2,5,2,3,5,1,0,0,1,1,0,0
"43325",20,308,4,5,4,2,2,4,2,2,4,2,1,1,3,2,0,0,0,1,0,0
"43334",34,1400,3,4,3,1,2,3,2,2,2,2,3,2,2,2,0,0,0,1,0,0
"43342",7,965,2,5,2,3,3,2,3,3,5,5,5,5,4,3,0,0,1,1,0,0
"43347",29,1500,2,4,2,3,2,2,2,2,5,5,5,4,5,2,0,0,0,1,2,0
"43348",14,821,1,4,1,3,3,1,3,3,4,4,4,5,4,3,10,0,0,1,0,0
"43350",46,268,3,1,3,4,5,3,3,3,3,3,3,1,3,2,0,0,0,1,0,0
"43352",35,776,2,5,2,3,2,2,4,2,5,4,5,3,4,2,12,0,1,1,0,0
"43362",41,1180,4,4,4,4,5,4,5,5,3,2,3,5,5,5,0,0,0,1,0,0
"43363",37,1055,1,5,1,3,3,1,3,3,5,3,4,5,5,3,8,0,0,1,0,0
"43365",10,1007,3,5,3,4,2,3,2,2,4,5,5,4,4,2,0,0,0,1,0,0
"43366",16,733,2,3,2,3,5,2,5,5,2,4,4,1,3,5,8,0,1,1,0,0
"43378",63,449,1,2,1,4,1,3,4,5,5,1,5,3,5,4,0,0,0,1,1,0
"43384",35,628,4,5,4,2,5,4,3,5,4,3,5,3,5,5,0,0,1,1,0,0
"43394",67,842,1,3,1,4,3,4,3,1,1,1,3,2,1,4,24,8,1,1,2,0
"43395",47,1204,1,1,1,3,1,4,3,2,2,1,1,2,2,3,0,0,0,1,0,0
"43406",33,317,3,4,3,2,4,3,4,4,5,3,1,1,1,4,0,0,0,1,0,0
"43407",30,581,4,4,4,5,3,4,3,3,4,4,5,5,4,3,2,0,1,1,0,0
"43409",27,351,2,4,2,4,4,2,4,4,3,3,4,4,5,4,0,0,0,1,0,0
"43411",46,581,2,5,2,2,5,5,4,2,2,2,2,3,2,5,2,1,0,1,0,0
"43415",60,2329,2,5,2,1,2,1,1,5,2,4,5,1,3,1,0,0,1,1,0,0
"43422",54,453,2,4,2,3,2,5,4,5,5,2,2,4,5,5,6,0,0,1,0,0
"43431",27,255,4,4,4,3,5,4,5,5,5,5,4,5,4,5,0,0,1,1,2,0
"43432",47,355,4,5,4,1,3,4,3,3,3,2,5,5,4,3,0,0,1,1,0,0
"43440",68,674,4,4,4,1,2,4,2,2,4,5,4,5,4,2,6,0,1,1,0,0
"43441",61,2475,3,5,3,5,3,2,5,3,4,4,4,5,5,5,12,0,1,1,0,0
"43452",43,691,3,4,4,1,4,5,5,2,2,4,2,3,2,4,0,6,0,1,0,0
"43464",22,255,4,4,4,5,5,4,5,5,4,2,5,5,5,5,8,6,0,1,0,1
"43465",43,544,1,5,1,1,5,2,4,1,1,1,1,4,1,3,0,0,0,1,1,0
"43471",26,430,2,5,2,4,5,2,2,5,4,3,5,4,5,5,0,0,1,1,0,0
"43474",69,587,3,4,3,4,4,5,4,3,3,3,3,3,3,4,6,0,0,1,0,0
"43482",65,1390,2,2,3,2,5,3,5,5,1,3,1,4,3,5,15,7,1,1,0,0
"43489",11,1069,4,4,4,1,3,4,3,3,5,5,4,5,4,3,4,0,0,1,0,0
"43490",39,667,1,5,1,3,4,1,1,4,4,3,5,5,5,4,0,0,1,1,0,0
"43498",36,1972,3,1,3,3,3,3,3,3,4,4,2,2,3,3,10,0,1,1,0,0
"43499",62,956,2,4,2,1,4,5,5,2,2,2,2,3,2,3,0,0,0,1,0,0
"43511",26,370,3,5,3,1,5,3,5,5,4,3,5,3,4,5,0,0,0,1,0,0
"43515",29,550,3,2,3,4,2,3,2,2,4,1,4,3,4,2,0,0,1,1,0,0
"43527",36,862,2,4,2,5,4,2,4,4,4,4,4,4,5,4,0,2,0,1,0,0
"43529",60,299,3,4,3,1,1,3,1,1,4,3,4,3,5,1,0,12,1,1,0,0
"43531",52,780,4,5,3,5,5,5,1,3,3,3,3,5,3,2,0,0,0,1,0,0
"43536",43,948,3,3,3,4,3,3,4,3,1,2,4,2,4,3,11,5,1,1,0,0
"43537",53,1026,2,4,2,2,5,2,5,5,5,3,4,3,4,5,0,0,1,1,0,0
"43542",25,812,2,3,2,3,5,2,5,5,4,2,3,2,3,5,0,0,1,1,0,0
"43546",60,776,4,4,4,2,2,4,2,2,4,4,4,3,4,2,0,0,1,1,0,1
"43557",8,1269,3,5,3,1,4,3,2,4,3,3,5,4,5,4,0,8,0,1,1,0
"43565",62,528,3,4,3,3,3,3,3,3,1,1,5,1,5,3,0,0,1,1,0,0
"43567",11,834,2,4,2,3,5,2,5,5,4,1,3,1,3,5,0,0,1,1,0,0
"43568",69,925,2,5,2,3,2,5,4,5,5,2,5,4,5,5,0,0,0,1,0,0
"43569",11,1598,3,5,3,5,5,3,5,5,4,4,5,3,4,5,0,0,0,1,1,0
"43571",70,372,4,2,4,2,2,4,2,2,3,4,1,3,2,2,7,0,1,1,0,0
"43575",33,290,3,4,3,2,2,3,2,2,3,3,4,4,5,2,4,2,1,1,2,0
"43585",23,925,4,4,4,3,4,4,5,4,5,5,5,5,4,4,0,9,0,1,1,0
"43586",10,262,4,2,4,3,1,4,1,1,4,3,3,1,4,1,0,3,0,1,0,0
"43587",44,733,3,3,3,2,2,3,4,1,1,3,1,4,1,1,0,0,0,1,0,0
"43596",42,2640,1,5,1,3,1,1,1,1,5,3,4,3,4,1,0,0,1,1,0,0
"43600",44,328,1,5,1,3,2,2,5,2,2,1,2,2,2,1,0,0,0,1,0,0
"43603",67,157,1,2,1,4,3,4,4,4,4,1,4,4,4,2,0,0,0,1,0,0
"43607",32,227,1,4,1,3,5,1,5,5,5,3,5,3,5,5,0,0,1,1,2,0
"43613",63,134,4,3,4,2,5,4,4,5,5,2,3,4,5,5,0,0,1,1,0,1
"43620",35,696,4,1,3,2,1,3,1,1,4,1,2,4,3,1,18,2,1,1,0,0
"43628",67,550,1,1,1,2,4,1,4,4,3,4,1,2,3,4,0,0,1,1,0,0
"43633",34,409,3,5,3,2,1,3,1,1,5,5,5,4,4,1,0,0,1,1,0,0
"43639",69,296,4,5,4,2,4,5,5,5,5,4,5,4,5,4,6,0,1,1,2,0
"43641",21,1102,1,2,1,3,3,1,4,3,4,1,3,1,4,3,2,0,0,1,0,0
"43647",63,337,3,5,3,2,2,3,2,2,5,2,5,3,4,2,0,0,1,1,0,0
"43649",14,820,2,1,2,4,4,2,4,4,4,1,4,2,4,4,0,0,1,1,0,0
"43651",46,1250,4,5,4,3,4,4,4,4,3,3,4,4,4,4,0,12,1,1,1,0
"43656",24,2521,3,5,3,4,5,3,5,5,5,1,5,2,1,5,8,6,1,1,0,0
"43657",60,1306,4,5,4,4,4,5,4,1,1,4,1,5,1,4,0,0,0,1,0,1
"43663",11,1460,4,2,5,3,4,5,1,4,1,2,1,4,3,4,1,0,1,1,0,0
"43670",61,337,2,5,2,3,5,2,1,5,4,5,4,5,5,5,0,0,1,1,0,0
"43673",64,954,2,1,2,4,4,4,3,2,2,2,1,3,2,1,0,0,0,1,0,0
"43684",57,337,3,2,3,2,2,3,2,2,3,4,2,2,3,2,13,5,1,1,0,0
"43702",7,153,3,3,3,4,3,3,3,3,2,4,3,1,3,3,1,0,0,1,0,0
"43705",58,1501,3,3,3,4,5,3,5,5,5,4,5,5,4,5,0,0,1,1,0,0
"43715",46,511,3,4,3,5,1,3,1,1,5,4,5,4,5,1,0,10,1,1,0,0
"43722",60,305,4,3,4,4,1,4,1,1,4,1,3,3,3,1,0,0,1,1,0,0
"43725",69,304,2,4,2,1,5,2,1,5,5,4,5,3,4,5,0,5,1,1,0,0
"43727",23,200,4,3,4,2,5,4,4,5,1,2,3,1,1,5,0,0,1,1,0,0
"43729",13,677,2,4,2,3,3,2,3,3,1,4,4,2,1,3,0,0,1,1,0,0
"43740",42,743,3,5,3,4,5,4,4,2,2,3,2,4,2,5,0,0,0,1,2,0
"43741",37,541,2,5,2,2,3,2,3,3,3,5,5,3,5,3,0,0,1,1,1,0
"43743",26,2860,4,4,4,3,1,4,1,1,3,5,4,5,5,1,16,0,0,1,0,1
"43745",32,373,1,1,4,3,5,4,5,5,1,4,3,4,3,5,0,0,0,1,0,0
"43746",9,436,3,2,3,3,1,3,1,1,3,1,3,1,3,1,0,0,0,1,0,0
"43749",20,227,2,5,2,3,2,2,3,2,4,3,5,5,4,2,0,0,1,1,0,0
"43750",32,199,1,5,1,4,4,1,4,4,3,1,4,3,3,4,0,0,0,1,0,0
"43758",23,950,2,3,2,3,5,2,5,5,4,3,3,3,5,5,0,0,0,1,0,0
"43768",54,451,3,4,2,4,3,5,5,1,1,2,1,5,1,5,0,0,0,1,1,0
"43778",13,2704,4,3,4,4,2,4,2,2,5,1,5,1,1,2,0,0,0,1,2,0
"43779",59,2565,1,4,2,3,2,2,2,2,5,3,4,5,4,2,0,0,1,1,0,0
"43781",34,926,1,4,1,5,2,1,2,2,5,2,5,5,4,2,25,0,1,1,0,0
"43785",63,907,1,3,1,2,3,1,3,3,2,5,2,4,3,3,8,2,1,1,0,0
"43789",28,1514,1,4,1,2,1,1,1,1,4,2,5,3,4,1,0,0,0,1,0,0
"43795",49,190,2,1,2,3,2,2,5,2,3,5,4,4,3,2,0,0,1,1,0,0
"43813",13,226,5,5,5,3,3,5,3,3,5,2,4,5,3,3,0,0,1,1,0,1
"43816",11,1035,5,5,5,1,3,5,5,3,5,5,4,3,4,3,0,0,0,1,0,1
"43817",46,1276,3,3,2,5,1,3,4,5,5,2,3,5,5,3,0,0,0,1,0,0
"43820",47,451,2,5,2,3,5,5,5,4,4,2,3,4,4,3,4,9,0,1,0,0
"43823",59,236,3,5,3,5,5,3,2,5,3,5,4,2,4,5,0,0,1,1,0,0
"43825",51,364,4,1,4,4,4,4,4,4,4,1,4,4,4,4,0,0,1,1,0,1
"43828",14,913,3,5,3,4,1,3,1,1,5,5,4,4,4,1,0,0,0,0,2,0
"43830",50,271,2,1,2,3,2,2,5,2,2,3,3,3,3,2,27,0,1,1,0,0
"43838",68,500,2,1,2,4,2,4,3,2,2,2,2,2,2,1,0,0,0,1,2,0
"43843",48,224,3,3,3,4,2,3,3,4,4,3,4,1,4,2,0,4,1,1,2,0
"43851",38,737,2,5,2,4,4,2,5,4,4,5,5,4,4,4,0,0,0,1,0,0
"43865",25,213,3,5,3,1,5,3,5,5,4,2,3,4,5,5,0,0,1,1,1,0
"43869",61,82,3,5,3,3,2,5,4,4,4,3,4,4,4,4,0,0,0,1,0,0
"43876",32,187,3,5,3,3,4,3,4,4,5,2,5,3,4,4,0,0,1,1,0,0
"43877",38,190,2,5,2,3,3,4,5,1,1,2,1,3,1,4,1,0,1,1,2,0
"43879",70,991,2,4,2,1,2,4,5,3,3,2,3,5,3,3,0,0,1,1,2,0
"43880",69,270,5,1,4,3,3,2,3,1,1,4,1,3,1,3,5,0,0,1,0,1
"43887",20,1674,3,3,3,3,4,3,4,4,2,2,4,1,4,4,5,0,1,1,0,0
"43889",44,420,1,5,1,3,3,3,5,4,4,1,3,4,4,3,5,0,0,1,0,0
"43909",11,1249,4,5,4,2,1,4,1,1,5,2,4,5,4,1,0,0,0,1,0,1
"43910",52,834,5,5,5,4,3,5,3,3,4,5,5,3,4,3,0,0,1,1,0,1
"43915",24,407,4,2,4,4,3,4,5,3,1,1,3,4,3,3,0,0,0,1,0,1
"43917",36,907,2,4,1,4,3,1,3,3,3,3,4,5,5,3,1,0,1,1,0,0
"43924",22,406,3,5,3,2,2,3,2,2,1,2,2,5,5,2,2,0,0,1,0,0
"43926",20,950,2,3,2,2,1,2,1,1,3,4,5,2,4,1,0,0,1,1,1,0
"43929",51,387,1,5,1,1,4,4,1,3,3,1,3,2,3,4,0,0,1,1,2,0
"43931",29,862,4,4,4,2,3,4,3,3,5,4,4,3,4,3,17,4,0,1,0,0
"43946",46,455,3,2,3,4,3,3,4,4,4,3,3,4,4,2,0,0,0,1,0,0
"43948",56,869,1,2,1,2,5,1,5,5,3,1,2,2,3,5,0,10,1,1,0,0
"43949",20,404,2,4,2,3,3,2,3,3,4,5,4,5,5,3,0,0,1,1,0,0
"43955",55,440,2,5,5,1,2,4,5,5,5,5,5,5,5,4,0,0,0,1,0,0
"43956",16,536,2,4,2,4,2,2,2,2,5,5,4,4,4,2,1,11,0,1,0,0
"43978",10,247,3,5,3,2,1,3,1,1,4,2,4,3,4,1,0,0,1,1,0,0
"43983",16,1212,3,3,3,3,2,3,2,2,1,1,2,4,3,2,0,0,0,1,0,0
"43990",32,285,3,5,3,2,2,3,2,2,5,2,4,5,4,2,0,0,1,1,0,0
"43991",52,283,1,4,5,3,5,5,5,4,4,5,4,4,4,5,0,0,0,1,0,0
"43994",49,1194,4,5,4,2,3,3,5,4,4,4,4,3,4,3,2,7,0,1,0,0
"43995",48,1306,1,4,1,1,4,4,4,1,1,1,3,5,1,5,15,9,0,1,0,0
"43998",12,300,2,5,2,5,3,2,3,3,4,5,4,3,5,3,0,7,1,1,0,0
"43999",19,862,2,5,2,4,4,2,2,4,3,2,5,5,4,4,0,0,1,1,0,0
"44003",20,1050,2,4,2,3,3,2,3,3,4,5,4,3,4,3,0,0,0,1,0,0
"44007",13,1023,5,5,5,2,3,5,3,3,5,5,3,3,2,3,3,0,1,1,0,1
"44008",51,859,4,5,4,3,2,4,2,2,4,3,5,3,4,2,0,0,1,1,0,0
"44009",33,1010,3,3,3,2,5,3,5,5,4,1,2,4,4,5,0,0,0,1,0,0
"44016",44,834,3,5,3,1,4,3,4,4,4,2,4,4,4,4,5,6,1,1,0,0
"44019",30,862,3,4,3,3,2,3,2,2,4,4,5,3,4,2,0,0,0,1,0,0
"44023",52,667,1,4,1,3,4,1,5,4,3,2,4,3,5,4,19,10,1,1,0,0
"44030",49,872,2,2,2,3,3,2,3,3,3,4,4,3,4,3,0,0,1,1,0,0
"44033",69,728,1,3,1,3,5,1,5,5,1,4,3,2,3,5,0,0,1,1,0,0
"44041",16,163,4,3,4,3,1,4,1,1,2,5,4,2,4,1,0,1,0,1,1,0
"44042",13,481,4,4,4,5,2,4,2,2,4,1,5,2,5,2,1,0,0,1,0,0
"44045",38,226,3,5,3,3,3,3,2,3,4,5,5,4,4,3,0,0,1,1,0,0
"44047",53,1189,2,4,2,2,2,3,4,2,2,2,2,5,2,3,11,6,0,1,0,0
"44051",35,390,2,5,2,3,5,2,2,4,4,2,4,3,4,1,0,0,0,1,2,0
"44052",63,184,3,3,3,3,3,3,3,4,4,3,4,2,4,2,0,0,0,1,0,0
"44056",33,184,2,4,2,2,5,2,5,5,5,2,4,3,5,5,0,0,1,1,0,0
"44066",25,383,4,3,4,4,4,4,4,4,1,3,3,4,4,4,0,0,0,1,0,0
"44077",30,409,3,5,3,3,5,3,4,5,4,3,4,4,5,5,0,0,0,1,2,0
"44081",55,293,1,4,1,1,3,5,5,2,2,1,2,5,2,4,0,0,0,1,0,0
"44085",36,1674,4,2,4,3,3,4,3,3,3,1,4,2,4,3,2,0,1,1,0,0
"44093",20,595,3,1,3,3,2,3,2,2,1,4,3,4,4,2,0,0,1,1,0,0
"44095",49,1235,4,4,4,1,3,4,3,3,3,2,4,3,4,3,0,0,1,1,0,1
"44098",53,634,1,1,1,3,2,3,3,5,5,1,5,2,5,4,0,0,0,1,0,0
"44102",70,197,1,2,1,4,1,1,1,1,2,1,4,4,3,1,0,0,1,1,0,0
"44105",40,674,4,5,4,3,2,5,4,2,2,4,2,3,2,5,0,0,0,1,2,0
"44107",45,771,2,5,2,3,5,5,5,5,5,2,3,3,5,3,0,0,0,1,0,0
"44110",15,1062,3,4,3,3,3,3,3,3,3,3,4,4,4,3,0,0,1,1,0,0
"44113",33,650,1,4,1,2,1,1,1,1,1,4,2,5,3,1,0,0,1,1,0,0
"44117",60,395,2,4,4,5,4,5,5,3,3,4,3,3,3,2,0,0,0,1,0,0
"44122",63,429,1,4,1,1,2,5,4,3,3,1,3,3,3,3,0,0,0,1,2,0
"44126",43,994,1,5,1,2,1,1,1,1,3,4,5,5,4,1,0,0,1,1,0,0
"44131",50,433,5,5,5,3,5,4,5,5,5,5,5,3,5,3,0,0,0,1,0,1
"44140",10,1192,2,1,2,3,3,2,3,3,2,5,4,4,4,3,0,0,0,1,0,0
"44142",30,201,5,4,5,3,3,5,3,3,3,5,1,5,4,3,0,2,1,1,0,1
"44148",43,989,2,3,2,3,1,4,4,2,2,2,2,1,2,2,0,0,0,1,0,0
"44149",21,1097,2,1,2,3,1,2,1,1,3,4,2,4,2,1,0,0,0,1,0,0
"44154",57,1020,4,1,4,3,3,3,4,5,5,4,5,2,5,2,0,0,0,1,0,0
"44162",64,1256,3,5,3,5,2,3,2,2,5,2,4,3,4,2,0,0,1,1,0,0
"44174",19,2007,4,4,4,1,5,4,5,5,3,3,5,5,5,5,0,0,1,1,0,0
"44175",69,677,2,5,3,5,4,4,5,4,4,3,1,3,4,3,3,11,1,1,2,0
"44189",8,231,3,5,3,2,2,3,2,2,5,2,5,5,1,2,0,0,0,1,1,0
"44190",39,2342,4,4,4,4,2,4,2,2,2,4,4,5,4,2,19,0,0,1,1,1
"44195",55,1750,2,3,2,2,2,3,4,2,2,2,5,5,2,4,1,0,0,1,0,0
"44197",52,2342,4,4,4,3,1,4,1,1,2,5,4,3,3,1,0,0,1,1,0,0
"44200",51,239,2,1,2,3,5,2,5,5,4,4,3,2,3,5,6,0,1,1,0,0
"44204",46,764,1,5,1,4,4,1,4,4,3,4,5,5,5,4,0,0,1,1,0,0
"44205",26,460,3,3,3,4,5,3,5,5,2,1,4,2,3,5,12,12,0,1,1,0
"44234",57,1931,3,5,3,5,4,4,4,2,2,3,2,5,2,3,0,1,0,1,1,0
"44239",7,853,2,5,1,2,5,1,5,5,3,2,5,4,4,5,0,0,0,1,1,0
"44243",16,925,2,5,1,1,4,1,4,4,5,5,5,5,5,4,0,0,0,1,0,0
"44246",27,544,4,5,4,3,2,4,2,2,3,4,4,3,5,2,0,0,0,1,0,0
"44249",13,201,3,3,3,3,5,3,5,5,2,3,4,3,4,5,0,0,0,1,0,0
"44265",37,2422,1,4,1,4,2,1,2,2,4,2,3,4,5,2,0,0,1,1,0,0
"44275",69,895,3,3,3,3,2,3,3,5,5,3,5,4,5,4,23,12,1,1,2,0
"44286",31,695,1,1,2,2,4,2,2,4,4,1,2,2,3,4,0,0,1,1,0,0
"44289",70,776,3,4,3,3,5,5,4,3,3,3,3,3,3,4,0,0,0,1,0,0
